gene	p_interaction	p_raw	n_observations	n_subjects	n_effective	rho_ar1	test_statistic	effect_size	df_residual	model_converged	slope_diff	arima_transformation	bounded_support_model	family_used	heteroscedasticity_detected	variance_ratio_q	fit_method	shapiro_p_value	residuals_normal	n_residuals_tested	ci_weighted	adj_p_interaction	gene_id	gene_name
54	ANGEL2	6.59647822187397e-06	6.59647822187397e-06	648	8	3.89016375972434	0.35	23.8579493081897	0.186548724896453	642.02820908961	TRUE	0.0317926997395649	TRUE	FALSE	Gaussian	TRUE	10.1451615755436	mgcv::gamm_arima(1,1,0)	2.11896936488432e-14	FALSE	648	FALSE	0.000224280259543715	ENSG00000174606.15	ANGEL2
55	IRF3	8.5701948624488e-06	8.5701948624488e-06	648	8	3.89016375972434	0.35	23.3344401757422	0.446374901548117	642.024947055981	TRUE	0.0363988288546191	TRUE	FALSE	Gaussian	TRUE	1.6456840226682	mgcv::gamm_arima(1,1,0)	2.78894522191822e-09	FALSE	648	FALSE	0.00028281643046081	ENSG00000126456.17	IRF3
56	EPB41L4A-AS1	3.09159789841437e-05	3.09159789841437e-05	648	8	3.89016375972434	0.35	20.7684747769854	-0.00516864957494767	640.804961042746	TRUE	0.0336006378988985	TRUE	FALSE	Gaussian	TRUE	2.15398481877967	mgcv::gamm_arima(1,1,0)	2.46284060345484e-07	FALSE	648	FALSE	0.0009893113274926	ENSG00000224032.10	EPB41L4A-AS1
57	DNAJC24	8.72483415927664e-05	8.72483415927664e-05	648	8	3.89016375972434	0.35	18.6935040091903	0.256827776566704	640.581109244052	TRUE	-0.0160598607370321	TRUE	FALSE	Gaussian	TRUE	4.40264473397375	mgcv::gamm_arima(1,1,0)	1.28958626915595e-14	FALSE	648	FALSE	0.00270469858937576	ENSG00000170946.16	DNAJC24
58	LINC02362	0.00011151433212572	0.00011151433212572	648	8	3.89016375972434	0.35	18.2027148721609	0.064911421139805	640.397752673168	TRUE	0.00200296511079867	TRUE	FALSE	Gaussian	TRUE	8.54664992354413	mgcv::gamm_arima(1,1,0)	8.90602106227511e-07	FALSE	648	FALSE	0.00334542996377161	ENSG00000249096.8	LINC02362
59	ZNF710	0.000304291524311703	0.000304291524311703	648	8	3.89016375972434	0.35	16.1950487090326	0.0936812076420543	642.253499941286	TRUE	-0.0204332176599993	TRUE	FALSE	Gaussian	TRUE	62.1757979746554	mgcv::gamm_arima(1,1,0)	4.68527803586926e-05	FALSE	648	FALSE	0.00882445420503939	ENSG00000140548.11	ZNF710
60	ZNF398	0.00042093349794036	0.00042093349794036	648	8	3.89016375972434	0.35	15.5460713977923	0.04368948223907	642.02924771502	TRUE	0.128317723931549	TRUE	FALSE	Gaussian	TRUE	4.12143728945706	mgcv::gamm_arima(1,1,0)	1.00303630710989e-05	FALSE	648	FALSE	0.0117861379423301	ENSG00000197024.10	ZNF398
61	ENSG00000254706	0.000445481601847478	0.000445481601847478	648	8	3.89016375972434	0.35	15.4327092193344	0.129074434838436	640.94491167253	TRUE	-0.0720121554614526	TRUE	FALSE	Gaussian	TRUE	1.16304982670951	mgcv::gamm_arima(1,1,0)	3.25660445855596e-15	FALSE	648	FALSE	0.0120280032498819	ENSG00000254706.3	ENSG00000254706
62	GDI1	0.00450697013456407	0.00450697013456407	648	8	3.89016375972434	0.35	10.8042603235026	0.162475717796527	640.268421646939	TRUE	0.0593408046558927	TRUE	FALSE	Gaussian	TRUE	1.81574695434442	mgcv::gamm_arima(1,1,0)	5.01686033800536e-10	FALSE	648	FALSE	0.117181223498666	ENSG00000203879.13	GDI1
63	GSR	0.00522191391131867	0.00522191391131867	648	8	3.89016375972434	0.35	10.5097825892185	0.0950730308753623	642.015935676517	TRUE	0.0452266514557218	TRUE	FALSE	Gaussian	TRUE	14.5739366733445	mgcv::gamm_arima(1,1,0)	3.16687114416597e-24	FALSE	648	FALSE	0.130547847782967	ENSG00000104687.15	GSR
64	ASMTL	0.00791561285633695	0.00791561285633695	648	8	3.89016375972434	0.35	9.67783631782731	0.0195591450389624	642.031836205621	TRUE	-0.0756713121671922	TRUE	FALSE	Gaussian	TRUE	3.42994727825505	mgcv::gamm_arima(1,1,0)	3.03132987074194e-09	FALSE	648	FALSE	0.189974708552087	ENSG00000169093.17	ASMTL
65	CYBB	0.0160934754519617	0.0160934754519617	648	8	3.89016375972434	0.35	8.25868268111844	0.154172160283005	642.018046740201	TRUE	-0.0894621070894503	TRUE	FALSE	Gaussian	TRUE	3.55586618192528	mgcv::gamm_arima(1,1,0)	5.24139460450825e-08	FALSE	648	FALSE	0.370149935395119	ENSG00000165168.10	CYBB
66	HIGD1A	0.0165057581617482	0.0165057581617482	648	8	3.89016375972434	0.35	8.20809195890979	0.3020467445315	640.96612856616	TRUE	0.123056475313415	TRUE	FALSE	Gaussian	FALSE	2.77473035364199	mgcv::gamm_arima(1,1,0)	8.67996712172505e-12	FALSE	648	FALSE	0.370149935395119	ENSG00000181061.15	HIGD1A
67	NSA2	0.0172446636910438	0.0172446636910438	648	8	3.89016375972434	0.35	8.12050506921514	0.000238736706466347	642.031498763131	TRUE	-0.0336170956826561	TRUE	FALSE	Gaussian	TRUE	1.7301515245669	mgcv::gamm_arima(1,1,0)	9.76629008837639e-05	FALSE	648	FALSE	0.370149935395119	ENSG00000164346.11	NSA2
68	DES	0.0182948510075052	0.0182948510075052	648	8	3.89016375972434	0.35	8.00227124887124	0.172856069960941	642.091485602433	TRUE	-0.108923497029377	TRUE	FALSE	Gaussian	TRUE	2.85812404044147	mgcv::gamm_arima(1,1,0)	1.08626114216445e-10	FALSE	648	FALSE	0.370149935395119	ENSG00000175084.14	DES
69	CCNE1	0.0297540208656964	0.0297540208656964	607	8	3.89277904533316	0.35	7.02958200194735	0.445741662380813	602.999999898423	TRUE	0.109164126686843	TRUE	FALSE	Gaussian	FALSE	1	mgcv::gamm_arima(1,1,0)	5.341394398179e-12	FALSE	607	FALSE	0.565326396448232	ENSG00000105173.15	CCNE1
70	CDH24	0.0357332771136722	0.0357332771136722	648	8	3.89016375972434	0.35	6.66334578465239	0.416878041012929	644.000000017532	TRUE	0.0845892162573711	TRUE	FALSE	Gaussian	TRUE	1.29178713944121	mgcv::gamm_arima(1,1,0)	3.93715845177573e-18	FALSE	648	FALSE	0.643198988046099	ENSG00000139880.21	CDH24
71	KPNA6	0.118374642403328	0.118374642403328	648	8	3.89016375972434	0.35	4.26780149672095	0.290420085404006	642.025839387329	TRUE	-0.14279915753164	TRUE	FALSE	Gaussian	TRUE	25.3817060078658	mgcv::gamm_arima(1,1,0)	2.62824422815079e-12	FALSE	648	FALSE	1	ENSG00000025800.14	KPNA6
72	PMEPA1	0.147547938418475	0.147547938418475	648	8	3.89016375972434	0.35	3.8272042995568	-0.00375358112501023	642.049018741455	TRUE	-0.0330020610250127	TRUE	FALSE	Gaussian	TRUE	1.89346295341375	mgcv::gamm_arima(1,1,0)	4.75359452711273e-07	FALSE	648	FALSE	1	ENSG00000124225.16	PMEPA1
73	SLC9A7	0.149085531657439	0.149085531657439	648	8	3.89016375972434	0.35	3.80647019952812	-0.000620117061592262	642.225787205963	TRUE	-0.0209442380523615	TRUE	FALSE	Gaussian	TRUE	1.85555023717839	mgcv::gamm_arima(1,1,0)	7.2814723293344e-06	FALSE	648	FALSE	1	ENSG00000065923.11	SLC9A7
