gene	gene_name	transcript_id	pvalue	fdr	sait_p_interaction	sait_adj_p_interaction	q_value
ENSG00000057663.17	ATG5	ENST00000855920.1	0.697	0.908589285714286	3.83411936208659e-06	0.000226213042363109	0.5
ENSG00000126456.17	IRF3	ENST00000377139.8	0.456	0.715870967741935	1.95984669747031e-05	0.00103871874965927	0.5
ENSG00000126456.17	IRF3	ENST00000595240.5	0.035	0.22192	1.95984669747031e-05	0.00103871874965927	0.5
ENSG00000126456.17	IRF3	ENST00000597636.5	0.019	0.1533	1.95984669747031e-05	0.00103871874965927	0.5
ENSG00000126456.17	IRF3	ENST00000602190.1	0.996	0.996	1.95984669747031e-05	0.00103871874965927	0.5
ENSG00000126456.17	IRF3	ENST00000890747.1	0.523	0.795395833333333	1.95984669747031e-05	0.00103871874965927	0.5
ENSG00000204991.12	SPIRE2	ENST00000378247.8	0.8	0.95790243902439	2.06938784747408e-05	0.00107608168068652	0.5
ENSG00000204991.12	SPIRE2	ENST00000561883.1	0.069	0.3148125	2.06938784747408e-05	0.00107608168068652	0.5
ENSG00000204991.12	SPIRE2	ENST00000562029.5	0.807	0.95790243902439	2.06938784747408e-05	0.00107608168068652	0.5
ENSG00000204991.12	SPIRE2	ENST00000563972.1	0.369	0.697364705882353	2.06938784747408e-05	0.00107608168068652	0.5
ENSG00000204991.12	SPIRE2	ENST00000566337.5	0.387	0.697364705882353	2.06938784747408e-05	0.00107608168068652	0.5
ENSG00000204991.12	SPIRE2	ENST00000569108.5	0.083	0.367212121212121	2.06938784747408e-05	0.00107608168068652	0.5
ENSG00000169093.17	ASMTL	ENST00000381317.9	0.038	0.22192	0.000104103601813984	0.00468466208162928	0.5
ENSG00000169093.17	ASMTL	ENST00000474865.6	0.434	0.713956043956044	0.000104103601813984	0.00468466208162928	0.5
ENSG00000205707.12	ETFRF1	ENST00000381356.9	0.31	0.660173913043478	6.60803191287486e-06	0.000382465475973376	0.5
ENSG00000205707.12	ETFRF1	ENST00000555151.5	0.187	0.505592592592593	6.60803191287486e-06	0.000382465475973376	0.5
ENSG00000205707.12	ETFRF1	ENST00000557540.7	0.16	0.485673469387755	6.60803191287486e-06	0.000382465475973376	0.5
ENSG00000100744.16	GSKIP	ENST00000438650.5	0.914	0.981205882352941	1.39784308687446e-18	1.00644702254961e-16	0.5
ENSG00000100744.16	GSKIP	ENST00000554182.5	0.745	0.921779661016949	1.39784308687446e-18	1.00644702254961e-16	0.5
ENSG00000100744.16	GSKIP	ENST00000555181.6	0.402	0.697364705882353	1.39784308687446e-18	1.00644702254961e-16	0.5
ENSG00000138035.16	PNPT1	ENST00000447944.7	0.566	0.836181818181818	4.835569485359e-05	0.00232107335297232	0.5
ENSG00000138035.16	PNPT1	ENST00000867136.1	0.001	0.0179251074278699	4.835569485359e-05	0.00232107335297232	0.5
ENSG00000138035.16	PNPT1	ENST00000917024.1	0.455	0.715870967741935	4.835569485359e-05	0.00232107335297232	0.5
ENSG00000138035.16	PNPT1	ENST00000917025.1	0.098	0.38325	4.835569485359e-05	0.00232107335297232	0.5
ENSG00000138035.16	PNPT1	ENST00000949804.1	0.021	0.1533	4.835569485359e-05	0.00232107335297232	0.5
ENSG00000171914.18	TLN2	ENST00000467297.1	0.922	0.982569343065694	6.84690191628913e-05	0.00321804390065589	0.5
ENSG00000171914.18	TLN2	ENST00000472902.1	0.885	0.971503759398496	6.84690191628913e-05	0.00321804390065589	0.5
ENSG00000171914.18	TLN2	ENST00000474847.2	0.158	0.485673469387755	6.84690191628913e-05	0.00321804390065589	0.5
ENSG00000171914.18	TLN2	ENST00000489129.5	0.879	0.971503759398496	6.84690191628913e-05	0.00321804390065589	0.5
ENSG00000171914.18	TLN2	ENST00000559908.1	0.438	0.713956043956044	6.84690191628913e-05	0.00321804390065589	0.5
ENSG00000171914.18	TLN2	ENST00000561311.5	0.23	0.550491803278689	6.84690191628913e-05	0.00321804390065589	0.5
ENSG00000171914.18	TLN2	ENST00000636159.2	0.001	0.0179251074278699	6.84690191628913e-05	0.00321804390065589	0.5
ENSG00000171914.18	TLN2	ENST00000964496.1	0.054	0.281571428571429	6.84690191628913e-05	0.00321804390065589	0.5
ENSG00000171914.18	TLN2	ENST00000964498.1	0.001	0.0179251074278699	6.84690191628913e-05	0.00321804390065589	0.5
ENSG00000174780.18	SRP72	ENST00000504757.2	0.814	0.95841935483871	1.12541704064407e-09	7.42775246825084e-08	0.5
ENSG00000174780.18	SRP72	ENST00000505314.2	0.638	0.848127272727273	1.12541704064407e-09	7.42775246825084e-08	0.5
ENSG00000174780.18	SRP72	ENST00000642900.1	0.119	0.408136363636364	1.12541704064407e-09	7.42775246825084e-08	0.5
ENSG00000174780.18	SRP72	ENST00000646537.1	0.056	0.281931034482759	1.12541704064407e-09	7.42775246825084e-08	0.5
ENSG00000174780.18	SRP72	ENST00000646579.1	0.705	0.910884955752212	1.12541704064407e-09	7.42775246825084e-08	0.5
ENSG00000154096.15	THY1	ENST00000524970.5	0.385	0.697364705882353	3.80314117520201e-32	2.8523558814015e-30	0.5
ENSG00000154096.15	THY1	ENST00000900758.1	0.35	0.697364705882353	3.80314117520201e-32	2.8523558814015e-30	0.5
ENSG00000154096.15	THY1	ENST00000956364.1	0.204	0.522526315789474	3.80314117520201e-32	2.8523558814015e-30	0.5
ENSG00000149328.17	GLB1L2	ENST00000529077.5	0.33	0.678591549295775	6.59423234436854e-06	0.000382465475973376	0.5
ENSG00000149328.17	GLB1L2	ENST00000531081.5	0.194	0.514981818181818	6.59423234436854e-06	0.000382465475973376	0.5
ENSG00000149328.17	GLB1L2	ENST00000535456.7	0.184	0.505592592592593	6.59423234436854e-06	0.000382465475973376	0.5
ENSG00000247092.10	SNHG10	ENST00000554169.4	0.053	0.281571428571429	6.16740323403537e-07	3.82379000510193e-05	0.5
ENSG00000247092.10	SNHG10	ENST00000660378.4	0.442	0.713956043956044	6.16740323403537e-07	3.82379000510193e-05	0.5
ENSG00000247092.10	SNHG10	ENST00000667668.2	0.442	0.713956043956044	6.16740323403537e-07	3.82379000510193e-05	0.5
ENSG00000247092.10	SNHG10	ENST00000685307.3	0.727	0.91501724137931	6.16740323403537e-07	3.82379000510193e-05	0.5
ENSG00000068305.20	MEF2A	ENST00000559036.5	0.087	0.373588235294118	1.32290628863472e-23	9.7895065358969e-22	0.5
ENSG00000068305.20	MEF2A	ENST00000889128.1	0.639	0.848127272727273	1.32290628863472e-23	9.7895065358969e-22	0.5
ENSG00000068305.20	MEF2A	ENST00000889134.1	0.009	0.082125	1.32290628863472e-23	9.7895065358969e-22	0.5
ENSG00000068305.20	MEF2A	ENST00000889162.1	0.242	0.5520625	1.32290628863472e-23	9.7895065358969e-22	0.5
ENSG00000068305.20	MEF2A	ENST00000928335.1	0.226	0.549933333333333	1.32290628863472e-23	9.7895065358969e-22	0.5
ENSG00000274322.1	ENSG00000274322	ENST00000617804.1	0.613	0.844320754716981	3.42041780909896e-05	0.00167600472645849	0.5
ENSG00000274322.1	ENSG00000274322	ENST00000618770.1	0.064	0.30141935483871	3.42041780909896e-05	0.00167600472645849	0.5
ENSG00000128274.18	A4GALT	ENST00000642412.2	0.951	0.996	0.00096997777109349	0.0426790219281135	0.5
ENSG00000128274.18	A4GALT	ENST00000868274.1	0.592	0.8395	0.00096997777109349	0.0426790219281135	0.5
ENSG00000128274.18	A4GALT	ENST00000912638.1	0.001	0.0179251074278699	0.00096997777109349	0.0426790219281135	0.5
ENSG00000128274.18	A4GALT	ENST00000959693.1	0.595	0.8395	0.00096997777109349	0.0426790219281135	0.5
ENSG00000122912.16	SLC25A16	ENST00000265870.7	0.079	0.303526315789474	7.96281487249106e-06	0.000437954817987008	1
ENSG00000122912.16	SLC25A16	ENST00000493963.5	0.052	0.230060606060606	7.96281487249106e-06	0.000437954817987008	1
ENSG00000122912.16	SLC25A16	ENST00000609923.6	0.914	0.995	7.96281487249106e-06	0.000437954817987008	1
ENSG00000122912.16	SLC25A16	ENST00000873655.1	0.001	0.020345596432553	7.96281487249106e-06	0.000437954817987008	1
ENSG00000122912.16	SLC25A16	ENST00000966724.1	0.074	0.292	7.96281487249106e-06	0.000437954817987008	1
ENSG00000122912.16	SLC25A16	ENST00000966726.1	0.063	0.2628	7.96281487249106e-06	0.000437954817987008	1
ENSG00000153560.13	UBP1	ENST00000283629.8	0.823	0.9535625	9.04299189485309e-07	5.51622505586039e-05	1
ENSG00000153560.13	UBP1	ENST00000447368.6	0.434	0.668526315789474	9.04299189485309e-07	5.51622505586039e-05	1
ENSG00000153560.13	UBP1	ENST00000490112.1	0.252	0.511	9.04299189485309e-07	5.51622505586039e-05	1
ENSG00000153560.13	UBP1	ENST00000492136.1	0.423	0.664064516129032	9.04299189485309e-07	5.51622505586039e-05	1
ENSG00000166582.12	CENPV	ENST00000299736.5	0.664	0.887945454545455	2.53830249783151e-07	1.59913057363385e-05	1
ENSG00000166582.12	CENPV	ENST00000472570.2	0.084	0.306243902439024	2.53830249783151e-07	1.59913057363385e-05	1
ENSG00000166582.12	CENPV	ENST00000476243.5	0.738	0.928862068965517	2.53830249783151e-07	1.59913057363385e-05	1
ENSG00000166582.12	CENPV	ENST00000582062.1	0.115	0.365	2.53830249783151e-07	1.59913057363385e-05	1
ENSG00000166582.12	CENPV	ENST00000631687.2	0.995	0.995	2.53830249783151e-07	1.59913057363385e-05	1
ENSG00000073067.14	CYP2W1	ENST00000308919.12	0.559151785714286	0.79378640776699	1.76101182092036e-05	0.000950946383296993	1
ENSG00000073067.14	CYP2W1	ENST00000468456.1	0.924	0.995	1.76101182092036e-05	0.000950946383296993	1
ENSG00000071243.17	ING3	ENST00000315870.10	0.983	0.995	6.94757558735389e-12	4.86330291114772e-10	1
ENSG00000071243.17	ING3	ENST00000339121.9	0.147	0.412730769230769	6.94757558735389e-12	4.86330291114772e-10	1
ENSG00000071243.17	ING3	ENST00000427726.5	0.017	0.130631578947368	6.94757558735389e-12	4.86330291114772e-10	1
ENSG00000071243.17	ING3	ENST00000431467.1	0.015	0.128823529411765	6.94757558735389e-12	4.86330291114772e-10	1
ENSG00000071243.17	ING3	ENST00000445699.5	0.362	0.587244444444444	6.94757558735389e-12	4.86330291114772e-10	1
ENSG00000071243.17	ING3	ENST00000875858.1	0.003	0.0365	6.94757558735389e-12	4.86330291114772e-10	1
ENSG00000181061.15	HIGD1A	ENST00000321331.12	0.76	0.932436974789916	2.65229424186339e-05	0.0013261471209317	1
ENSG00000181061.15	HIGD1A	ENST00000470543.1	0.011	0.1168	2.65229424186339e-05	0.0013261471209317	1
ENSG00000181061.15	HIGD1A	ENST00000884327.1	0.735	0.928862068965517	2.65229424186339e-05	0.0013261471209317	1
ENSG00000140274.15	DUOXA2	ENST00000323030.6	0.00111482720178372	0.020345596432553	5.39703674561379e-12	3.83189608938579e-10	1
ENSG00000140274.15	DUOXA2	ENST00000350243.10	0.338	0.580564705882353	5.39703674561379e-12	3.83189608938579e-10	1
ENSG00000170271.12	FAXDC2	ENST00000326080.10	0.058	0.249058823529412	1.08494070092841e-06	6.50964420557045e-05	1
ENSG00000170271.12	FAXDC2	ENST00000517448.5	0.332	0.580564705882353	1.08494070092841e-06	6.50964420557045e-05	1
ENSG00000170271.12	FAXDC2	ENST00000519501.5	0.1	0.33953488372093	1.08494070092841e-06	6.50964420557045e-05	1
ENSG00000170271.12	FAXDC2	ENST00000522825.1	0.724	0.928862068965517	1.08494070092841e-06	6.50964420557045e-05	1
ENSG00000170271.12	FAXDC2	ENST00000524250.5	0.756	0.932436974789916	1.08494070092841e-06	6.50964420557045e-05	1
ENSG00000131652.15	THOC6	ENST00000326266.13	0.992	0.995	1.69018007698512e-10	1.14932245234988e-08	1
ENSG00000131652.15	THOC6	ENST00000574957.1	0.353	0.587244444444444	1.69018007698512e-10	1.14932245234988e-08	1
ENSG00000131652.15	THOC6	ENST00000915279.1	0.881	0.974439393939394	1.69018007698512e-10	1.14932245234988e-08	1
ENSG00000182253.15	SYNM	ENST00000328642.11	0.807	0.9535625	3.17686182061874e-09	2.06496018340218e-07	1
ENSG00000182253.15	SYNM	ENST00000336292.11	0.129	0.37668	3.17686182061874e-09	2.06496018340218e-07	1
ENSG00000182934.13	SRPRA	ENST00000332118.11	0.827	0.9535625	6.60914160832452e-06	0.000382465475973376	1
ENSG00000182934.13	SRPRA	ENST00000528744.5	0.192	0.4672	6.60914160832452e-06	0.000382465475973376	1
ENSG00000182934.13	SRPRA	ENST00000531104.1	0.614	0.845698113207547	6.60914160832452e-06	0.000382465475973376	1
ENSG00000138698.16	RAP1GDS1	ENST00000339360.9	0.299	0.580564705882353	6.85053006162536e-20	5.00088694498651e-18	1
ENSG00000138698.16	RAP1GDS1	ENST00000380158.8	0.12	0.372448979591837	6.85053006162536e-20	5.00088694498651e-18	1
ENSG00000138698.16	RAP1GDS1	ENST00000408927.8	0.266	0.532	6.85053006162536e-20	5.00088694498651e-18	1
ENSG00000138698.16	RAP1GDS1	ENST00000453712.6	0.014	0.12775	6.85053006162536e-20	5.00088694498651e-18	1
ENSG00000138698.16	RAP1GDS1	ENST00000505378.5	0.001	0.020345596432553	6.85053006162536e-20	5.00088694498651e-18	1
ENSG00000138698.16	RAP1GDS1	ENST00000510870.5	0.336	0.580564705882353	6.85053006162536e-20	5.00088694498651e-18	1
ENSG00000138698.16	RAP1GDS1	ENST00000511379.5	0.221	0.48031884057971	6.85053006162536e-20	5.00088694498651e-18	1
ENSG00000138698.16	RAP1GDS1	ENST00000514139.2	0.97	0.995	6.85053006162536e-20	5.00088694498651e-18	1
ENSG00000028116.19	VRK2	ENST00000340157.9	0.677	0.890339285714286	2.27451382123379e-05	0.00116000204882923	1
ENSG00000028116.19	VRK2	ENST00000909273.1	0.963	0.995	2.27451382123379e-05	0.00116000204882923	1
ENSG00000028116.19	VRK2	ENST00000909274.1	0.419	0.664064516129032	2.27451382123379e-05	0.00116000204882923	1
ENSG00000028116.19	VRK2	ENST00000916219.1	0.048	0.230060606060606	2.27451382123379e-05	0.00116000204882923	1
ENSG00000028116.19	VRK2	ENST00000970468.1	0.021	0.146	2.27451382123379e-05	0.00116000204882923	1
ENSG00000107562.18	CXCL12	ENST00000343575.11	0.569	0.798788461538461	4.63027061494089e-88	3.51900566735508e-86	1
ENSG00000107562.18	CXCL12	ENST00000374426.6	0.315	0.580564705882353	4.63027061494089e-88	3.51900566735508e-86	1
ENSG00000107562.18	CXCL12	ENST00000374429.6	0.001	0.020345596432553	4.63027061494089e-88	3.51900566735508e-86	1
ENSG00000090989.19	EXOC1	ENST00000346134.11	0.021	0.146	1.24007516662222e-10	8.55651864969335e-09	1
ENSG00000090989.19	EXOC1	ENST00000381295.7	0.108	0.358363636363636	1.24007516662222e-10	8.55651864969335e-09	1
ENSG00000090989.19	EXOC1	ENST00000505501.1	0.53	0.7738	1.24007516662222e-10	8.55651864969335e-09	1
ENSG00000090989.19	EXOC1	ENST00000511971.5	0.86	0.960702290076336	1.24007516662222e-10	8.55651864969335e-09	1
ENSG00000090989.19	EXOC1	ENST00000892248.1	0.355	0.587244444444444	1.24007516662222e-10	8.55651864969335e-09	1
ENSG00000174606.15	ANGEL2	ENST00000360506.6	0.83	0.9535625	9.61511333533214e-05	0.00442295213425278	1
ENSG00000174606.15	ANGEL2	ENST00000366962.8	0.026	0.16352	9.61511333533214e-05	0.00442295213425278	1
ENSG00000174606.15	ANGEL2	ENST00000460337.5	0.167	0.430576271186441	9.61511333533214e-05	0.00442295213425278	1
ENSG00000174606.15	ANGEL2	ENST00000473303.1	0.125	0.372448979591837	9.61511333533214e-05	0.00442295213425278	1
ENSG00000174606.15	ANGEL2	ENST00000476904.5	0.73	0.928862068965517	9.61511333533214e-05	0.00442295213425278	1
ENSG00000174606.15	ANGEL2	ENST00000481918.1	0.56	0.79378640776699	9.61511333533214e-05	0.00442295213425278	1
ENSG00000174606.15	ANGEL2	ENST00000498650.1	0.002	0.0265454545454545	9.61511333533214e-05	0.00442295213425278	1
ENSG00000163444.13	TMEM183A	ENST00000367242.4	0.317	0.580564705882353	1.04823368571226e-07	6.70869558855849e-06	1
ENSG00000163444.13	TMEM183A	ENST00000463015.1	0.836	0.9535625	1.04823368571226e-07	6.70869558855849e-06	1
ENSG00000163444.13	TMEM183A	ENST00000468449.5	0.002	0.0265454545454545	1.04823368571226e-07	6.70869558855849e-06	1
ENSG00000163444.13	TMEM183A	ENST00000881137.1	0.172	0.430576271186441	1.04823368571226e-07	6.70869558855849e-06	1
ENSG00000163444.13	TMEM183A	ENST00000881142.1	0.49	0.73	1.04823368571226e-07	6.70869558855849e-06	1
ENSG00000163444.13	TMEM183A	ENST00000881143.1	0.501	0.738848484848485	1.04823368571226e-07	6.70869558855849e-06	1
ENSG00000163444.13	TMEM183A	ENST00000912608.1	0.052	0.230060606060606	1.04823368571226e-07	6.70869558855849e-06	1
ENSG00000196591.13	HDAC2	ENST00000368632.6	0.163	0.430576271186441	2.64336906751778e-10	1.77105727523691e-08	1
ENSG00000196591.13	HDAC2	ENST00000425835.6	0.683	0.890339285714286	2.64336906751778e-10	1.77105727523691e-08	1
ENSG00000196591.13	HDAC2	ENST00000519108.5	0.115	0.365	2.64336906751778e-10	1.77105727523691e-08	1
ENSG00000196591.13	HDAC2	ENST00000520746.1	0.049	0.230060606060606	2.64336906751778e-10	1.77105727523691e-08	1
ENSG00000196591.13	HDAC2	ENST00000521233.1	0.239	0.498485714285714	2.64336906751778e-10	1.77105727523691e-08	1
ENSG00000196591.13	HDAC2	ENST00000916849.1	0.084	0.306243902439024	2.64336906751778e-10	1.77105727523691e-08	1
ENSG00000057663.17	ATG5	ENST00000369070.5	0.664	0.887945454545455	3.83411936208659e-06	0.000226213042363109	1
ENSG00000057663.17	ATG5	ENST00000369076.8	0.024	0.159272727272727	3.83411936208659e-06	0.000226213042363109	1
ENSG00000057663.17	ATG5	ENST00000476518.1	0.486	0.73	3.83411936208659e-06	0.000226213042363109	1
ENSG00000057663.17	ATG5	ENST00000646025.1	0.017	0.130631578947368	3.83411936208659e-06	0.000226213042363109	1
ENSG00000057663.17	ATG5	ENST00000855920.1	0.435	0.668526315789474	3.83411936208659e-06	0.000226213042363109	1
ENSG00000126456.17	IRF3	ENST00000377139.8	0.25	0.511	1.95984669747031e-05	0.00103871874965927	1
ENSG00000126456.17	IRF3	ENST00000595240.5	0.038	0.205481481481481	1.95984669747031e-05	0.00103871874965927	1
ENSG00000126456.17	IRF3	ENST00000597636.5	0.001	0.020345596432553	1.95984669747031e-05	0.00103871874965927	1
ENSG00000126456.17	IRF3	ENST00000602190.1	0.908	0.995	1.95984669747031e-05	0.00103871874965927	1
ENSG00000126456.17	IRF3	ENST00000890747.1	0.336	0.580564705882353	1.95984669747031e-05	0.00103871874965927	1
ENSG00000204991.12	SPIRE2	ENST00000378247.8	0.798	0.9535625	2.06938784747408e-05	0.00107608168068652	1
ENSG00000204991.12	SPIRE2	ENST00000561883.1	0.032	0.179692307692308	2.06938784747408e-05	0.00107608168068652	1
ENSG00000204991.12	SPIRE2	ENST00000562029.5	0.757	0.932436974789916	2.06938784747408e-05	0.00107608168068652	1
ENSG00000204991.12	SPIRE2	ENST00000563972.1	0.344	0.584	2.06938784747408e-05	0.00107608168068652	1
ENSG00000204991.12	SPIRE2	ENST00000566337.5	0.227	0.48031884057971	2.06938784747408e-05	0.00107608168068652	1
ENSG00000204991.12	SPIRE2	ENST00000569108.5	0.225	0.48031884057971	2.06938784747408e-05	0.00107608168068652	1
ENSG00000169093.17	ASMTL	ENST00000381317.9	0.044	0.22151724137931	0.000104103601813984	0.00468466208162928	1
ENSG00000169093.17	ASMTL	ENST00000474865.6	0.223	0.48031884057971	0.000104103601813984	0.00468466208162928	1
ENSG00000205707.12	ETFRF1	ENST00000381356.9	0.83	0.9535625	6.60803191287486e-06	0.000382465475973376	1
ENSG00000205707.12	ETFRF1	ENST00000555151.5	0.207	0.48031884057971	6.60803191287486e-06	0.000382465475973376	1
ENSG00000205707.12	ETFRF1	ENST00000557540.7	0.173	0.430576271186441	6.60803191287486e-06	0.000382465475973376	1
ENSG00000100744.16	GSKIP	ENST00000438650.5	0.957	0.995	1.39784308687446e-18	1.00644702254961e-16	1
ENSG00000100744.16	GSKIP	ENST00000554182.5	0.778	0.946566666666667	1.39784308687446e-18	1.00644702254961e-16	1
ENSG00000100744.16	GSKIP	ENST00000555181.6	0.135	0.386470588235294	1.39784308687446e-18	1.00644702254961e-16	1
ENSG00000138035.16	PNPT1	ENST00000447944.7	0.313	0.580564705882353	4.835569485359e-05	0.00232107335297232	1
ENSG00000138035.16	PNPT1	ENST00000867136.1	0.001	0.020345596432553	4.835569485359e-05	0.00232107335297232	1
ENSG00000138035.16	PNPT1	ENST00000917024.1	0.16	0.430576271186441	4.835569485359e-05	0.00232107335297232	1
ENSG00000138035.16	PNPT1	ENST00000917025.1	0.041	0.213785714285714	4.835569485359e-05	0.00232107335297232	1
ENSG00000138035.16	PNPT1	ENST00000949804.1	0.028	0.16352	4.835569485359e-05	0.00232107335297232	1
ENSG00000171914.18	TLN2	ENST00000467297.1	0.947	0.995	6.84690191628913e-05	0.00321804390065589	1
ENSG00000171914.18	TLN2	ENST00000472902.1	0.858	0.960702290076336	6.84690191628913e-05	0.00321804390065589	1
ENSG00000171914.18	TLN2	ENST00000474847.2	0.125	0.372448979591837	6.84690191628913e-05	0.00321804390065589	1
ENSG00000171914.18	TLN2	ENST00000489129.5	0.805	0.9535625	6.84690191628913e-05	0.00321804390065589	1
ENSG00000171914.18	TLN2	ENST00000559908.1	0.669	0.887945454545455	6.84690191628913e-05	0.00321804390065589	1
ENSG00000171914.18	TLN2	ENST00000561311.5	0.197	0.471508196721312	6.84690191628913e-05	0.00321804390065589	1
ENSG00000171914.18	TLN2	ENST00000636159.2	0.002	0.0265454545454545	6.84690191628913e-05	0.00321804390065589	1
ENSG00000171914.18	TLN2	ENST00000964496.1	0.216	0.48031884057971	6.84690191628913e-05	0.00321804390065589	1
ENSG00000171914.18	TLN2	ENST00000964498.1	0.001	0.020345596432553	6.84690191628913e-05	0.00321804390065589	1
ENSG00000174780.18	SRP72	ENST00000504757.2	0.98	0.995	1.12541704064407e-09	7.42775246825084e-08	1
ENSG00000174780.18	SRP72	ENST00000505314.2	0.47	0.714791666666667	1.12541704064407e-09	7.42775246825084e-08	1
ENSG00000174780.18	SRP72	ENST00000642900.1	0.284	0.560324324324324	1.12541704064407e-09	7.42775246825084e-08	1
ENSG00000174780.18	SRP72	ENST00000646537.1	0.012	0.1168	1.12541704064407e-09	7.42775246825084e-08	1
ENSG00000174780.18	SRP72	ENST00000646579.1	0.554	0.79378640776699	1.12541704064407e-09	7.42775246825084e-08	1
ENSG00000154096.15	THY1	ENST00000524970.5	0.969	0.995	3.80314117520201e-32	2.8523558814015e-30	1
ENSG00000154096.15	THY1	ENST00000900758.1	0.621	0.847345794392523	3.80314117520201e-32	2.8523558814015e-30	1
ENSG00000154096.15	THY1	ENST00000956364.1	0.174	0.430576271186441	3.80314117520201e-32	2.8523558814015e-30	1
ENSG00000149328.17	GLB1L2	ENST00000529077.5	0.223	0.48031884057971	6.59423234436854e-06	0.000382465475973376	1
ENSG00000149328.17	GLB1L2	ENST00000531081.5	0.333	0.580564705882353	6.59423234436854e-06	0.000382465475973376	1
ENSG00000149328.17	GLB1L2	ENST00000535456.7	0.953	0.995	6.59423234436854e-06	0.000382465475973376	1
ENSG00000247092.10	SNHG10	ENST00000554169.4	0.086	0.306243902439024	6.16740323403537e-07	3.82379000510193e-05	1
ENSG00000247092.10	SNHG10	ENST00000660378.4	0.334	0.580564705882353	6.16740323403537e-07	3.82379000510193e-05	1
ENSG00000247092.10	SNHG10	ENST00000667668.2	0.321	0.580564705882353	6.16740323403537e-07	3.82379000510193e-05	1
ENSG00000247092.10	SNHG10	ENST00000685307.3	0.862	0.960702290076336	6.16740323403537e-07	3.82379000510193e-05	1
ENSG00000068305.20	MEF2A	ENST00000559036.5	0.157	0.430576271186441	1.32290628863472e-23	9.7895065358969e-22	1
ENSG00000068305.20	MEF2A	ENST00000889128.1	0.577	0.802304761904762	1.32290628863472e-23	9.7895065358969e-22	1
ENSG00000068305.20	MEF2A	ENST00000889134.1	0.001	0.020345596432553	1.32290628863472e-23	9.7895065358969e-22	1
ENSG00000068305.20	MEF2A	ENST00000889162.1	0.027	0.16352	1.32290628863472e-23	9.7895065358969e-22	1
ENSG00000068305.20	MEF2A	ENST00000928335.1	0.065	0.263611111111111	1.32290628863472e-23	9.7895065358969e-22	1
ENSG00000274322.1	ENSG00000274322	ENST00000617804.1	0.362	0.587244444444444	3.42041780909896e-05	0.00167600472645849	1
ENSG00000274322.1	ENSG00000274322	ENST00000618770.1	0.092	0.319809523809524	3.42041780909896e-05	0.00167600472645849	1
ENSG00000128274.18	A4GALT	ENST00000642412.2	0.97	0.995	0.00096997777109349	0.0426790219281135	1
ENSG00000128274.18	A4GALT	ENST00000868274.1	0.212	0.48031884057971	0.00096997777109349	0.0426790219281135	1
ENSG00000128274.18	A4GALT	ENST00000912638.1	0.012	0.1168	0.00096997777109349	0.0426790219281135	1
ENSG00000128274.18	A4GALT	ENST00000959693.1	0.417	0.664064516129032	0.00096997777109349	0.0426790219281135	1
ENSG00000122912.16	SLC25A16	ENST00000265870.7	0.077	0.295842105263158	7.96281487249106e-06	0.000437954817987008	1.5
ENSG00000122912.16	SLC25A16	ENST00000493963.5	0.033	0.225083333333333	7.96281487249106e-06	0.000437954817987008	1.5
ENSG00000122912.16	SLC25A16	ENST00000609923.6	0.447	0.686968421052632	7.96281487249106e-06	0.000437954817987008	1.5
ENSG00000122912.16	SLC25A16	ENST00000873655.1	0.004	0.0584	7.96281487249106e-06	0.000437954817987008	1.5
ENSG00000122912.16	SLC25A16	ENST00000966724.1	0.177	0.438	7.96281487249106e-06	0.000437954817987008	1.5
ENSG00000122912.16	SLC25A16	ENST00000966726.1	0.061	0.261941176470588	7.96281487249106e-06	0.000437954817987008	1.5
ENSG00000153560.13	UBP1	ENST00000283629.8	0.7	0.904424778761062	9.04299189485309e-07	5.51622505586039e-05	1.5
ENSG00000153560.13	UBP1	ENST00000447368.6	0.581	0.778220183486238	9.04299189485309e-07	5.51622505586039e-05	1.5
ENSG00000153560.13	UBP1	ENST00000490112.1	0.421	0.668108695652174	9.04299189485309e-07	5.51622505586039e-05	1.5
ENSG00000153560.13	UBP1	ENST00000492136.1	0.414	0.66421978021978	9.04299189485309e-07	5.51622505586039e-05	1.5
ENSG00000166582.12	CENPV	ENST00000299736.5	0.944	0.970591549295775	2.53830249783151e-07	1.59913057363385e-05	1.5
ENSG00000166582.12	CENPV	ENST00000472570.2	0.098	0.317955555555556	2.53830249783151e-07	1.59913057363385e-05	1.5
ENSG00000166582.12	CENPV	ENST00000476243.5	0.352	0.615885057471264	2.53830249783151e-07	1.59913057363385e-05	1.5
ENSG00000166582.12	CENPV	ENST00000582062.1	0.093	0.315767441860465	2.53830249783151e-07	1.59913057363385e-05	1.5
ENSG00000166582.12	CENPV	ENST00000631687.2	0.862	0.957928057553957	2.53830249783151e-07	1.59913057363385e-05	1.5
ENSG00000073067.14	CYP2W1	ENST00000308919.12	0.527654867256637	0.744038461538462	1.76101182092036e-05	0.000950946383296993	1.5
ENSG00000073067.14	CYP2W1	ENST00000468456.1	0.862	0.957928057553957	1.76101182092036e-05	0.000950946383296993	1.5
ENSG00000071243.17	ING3	ENST00000315870.10	0.462	0.702625	6.94757558735389e-12	4.86330291114772e-10	1.5
ENSG00000071243.17	ING3	ENST00000339121.9	0.147	0.390218181818182	6.94757558735389e-12	4.86330291114772e-10	1.5
ENSG00000071243.17	ING3	ENST00000427726.5	0.02	0.170333333333333	6.94757558735389e-12	4.86330291114772e-10	1.5
