	gene	sample	q_value	diversity
26531	ZNF710	SRR14800484	q_1.050	0.879778991174783
26532	TM7SF2	SRR14800484	q_1.050	0.229146105247769
26533	UBP1	SRR14800484	q_1.050	0.660884956200797
26534	SPICE1	SRR14800484	q_1.050	0.83928972388827
26535	NPY1R	SRR14800484	q_1.050	0.643924022910723
26536	CENPV	SRR14800484	q_1.050	0.794756149209728
26537	METTL26	SRR14800484	q_1.050	0.858890268057301
26538	MCC	SRR14800484	q_1.050	0.526683594458862
26539	REG3A	SRR14800484	q_1.050	0.712647084805016
26540	USP38	SRR14800484	q_1.050	0.740495062415901
26541	CYP2W1	SRR14800484	q_1.050	0.788759430142166
26542	NFKBIB	SRR14800484	q_1.050	0.542852962454577
26543	ING3	SRR14800484	q_1.050	0.953960590726912
26544	HIGD1A	SRR14800484	q_1.050	0.695212093622663
26545	DUOXA2	SRR14800484	q_1.050	0.482367675276062
26546	CCDC149	SRR14800484	q_1.050	0.671698194981945
26547	FAXDC2	SRR14800484	q_1.050	0.778256015455472
26548	THOC6	SRR14800484	q_1.050	0.294687169967343
26549	POLR2J4	SRR14800484	q_1.050	0.953010736515115
26550	SYNM	SRR14800484	q_1.050	0.964968272873874
26551	SPNS2	SRR14800484	q_1.050	0
26552	SRPRA	SRR14800484	q_1.050	0.30478518233161
26553	LINC03040	SRR14800484	q_1.050	0.979045943736966
26554	RAP1GDS1	SRR14800484	q_1.050	0.694778351373346
26555	ZNF493	SRR14800484	q_1.050	0.986708161488378
26556	VRK2	SRR14800484	q_1.050	0.92447133469317
26557	PMEPA1	SRR14800484	q_1.050	0.913898909726452
26558	CXCL12	SRR14800484	q_1.050	0.85933501440856
26559	EXOC1	SRR14800484	q_1.050	0.818798315506199
26560	FAM114A2	SRR14800484	q_1.050	0.878627288479767
26561	ANGEL2	SRR14800484	q_1.050	0.895376773440733
26562	TMEM183A	SRR14800484	q_1.050	0.805835546700141
26563	HDAC2	SRR14800484	q_1.050	0.900457625959857
26564	ATG5	SRR14800484	q_1.050	0.936692271801574
26565	SH3PXD2A	SRR14800484	q_1.050	0.763747540075599
26566	IFIT3	SRR14800484	q_1.050	0.879829296496993
26567	PBX2	SRR14800484	q_1.050	0.596749100058548
26568	IRF3	SRR14800484	q_1.050	0.704138740708304
26569	SPIRE2	SRR14800484	q_1.050	0.806963312305463
26570	CYBB	SRR14800484	q_1.050	0.712138635759825
26571	ASMTL	SRR14800484	q_1.050	0.413372500687326
26572	ETFRF1	SRR14800484	q_1.050	0.754754848447956
26573	PDE7A	SRR14800484	q_1.050	0.906375840202177
26574	CDH24	SRR14800484	q_1.050	0.821337050445647
26575	RELCH	SRR14800484	q_1.050	0.888308575247461
26576	ZFP90	SRR14800484	q_1.050	0.842310223176537
26577	SAR1B	SRR14800484	q_1.050	0.708986659140369
26578	PPP1R2	SRR14800484	q_1.050	0.14645942603827
26579	ENSG00000254706	SRR14800484	q_1.050	0.507808670362993
26580	GSKIP	SRR14800484	q_1.050	0.0631056911601918
26581	GDI1	SRR14800484	q_1.050	0.29173992368839
26582	PNPT1	SRR14800484	q_1.050	0.954006045348166
26583	ZNF714	SRR14800484	q_1.050	0.782546109338332
26584	SLC9A7	SRR14800484	q_1.050	0.638950910479529
26585	DNAJC24	SRR14800484	q_1.050	0.830438473893576
26586	TLN2	SRR14800484	q_1.050	0.788541582642959
26587	SRP72	SRR14800484	q_1.050	0.748130568485999
26588	NSA2	SRR14800484	q_1.050	0.441313519817922
26589	THY1	SRR14800484	q_1.050	0.523403558891978
26590	PICALM	SRR14800484	q_1.050	0.857583055049394
26591	GLB1L2	SRR14800484	q_1.050	0.387184018141916
26592	SNHG10	SRR14800484	q_1.050	0.798995995057926
26593	MEF2A	SRR14800484	q_1.050	0.662372222417291
26594	GIPR	SRR14800484	q_1.050	0.634069899342853
26595	LINC02362	SRR14800484	q_1.050	0.86063830219735
26596	ENSG00000274322	SRR14800484	q_1.050	0.328459436509028
26597	ENSG00000291072	SRR14800484	q_1.050	0.815192497212545
26598	A4GALT	SRR14800484	q_1.050	0.543430662742843
26599	EPB41L4A-AS1	SRR14800484	q_1.050	0.734424358912285
26600	NCF1C	SRR14800484	q_1.050	0.839818947281588
26601	FOXJ2	SRR14800483	q_1.050	0.338410053567672
26602	TMEM38A	SRR14800483	q_1.050	0.959109096359793
26603	CCNE1	SRR14800483	q_1.050	0.698521325175616
26604	MCOLN1	SRR14800483	q_1.050	0.80995232800503
26605	FBXO3	SRR14800483	q_1.050	0.94264249305565
26606	SLC25A16	SRR14800483	q_1.050	0.833697481866476
26607	ZNF710	SRR14800483	q_1.050	0.998750735430488
26608	TM7SF2	SRR14800483	q_1.050	0.652855243421172
26609	UBP1	SRR14800483	q_1.050	0.742034710869428
26610	SPICE1	SRR14800483	q_1.050	0.830245085677957
26611	NPY1R	SRR14800483	q_1.050	0
26612	CENPV	SRR14800483	q_1.050	0.87583436164902
26613	METTL26	SRR14800483	q_1.050	0.793188804993606
26614	MCC	SRR14800483	q_1.050	0.383306970781573
26615	REG3A	SRR14800483	q_1.050	0.706605688960495
26616	USP38	SRR14800483	q_1.050	0.971611670953691
26617	CYP2W1	SRR14800483	q_1.050	0.438919744555403
26618	NFKBIB	SRR14800483	q_1.050	0.576774914518559
26619	ING3	SRR14800483	q_1.050	0.98519941418097
26620	HIGD1A	SRR14800483	q_1.050	0.851311522868375
26621	DUOXA2	SRR14800483	q_1.050	0.889374802599522
26622	CCDC149	SRR14800483	q_1.050	0.804991033344487
26623	FAXDC2	SRR14800483	q_1.050	0.486783206528739
26624	THOC6	SRR14800483	q_1.050	0.534636304064281
26625	POLR2J4	SRR14800483	q_1.050	0.947643114150593
26626	SYNM	SRR14800483	q_1.050	0.964352734715183
26627	SPNS2	SRR14800483	q_1.050	0.672161296646799
26628	SRPRA	SRR14800483	q_1.050	0.534637468750092
26629	LINC03040	SRR14800483	q_1.050	0.990789625739795
26630	RAP1GDS1	SRR14800483	q_1.050	0.920107727439613
26631	ZNF493	SRR14800483	q_1.050	0.932339703883145
26632	VRK2	SRR14800483	q_1.050	0.756696018857346
26633	PMEPA1	SRR14800483	q_1.050	0.556462230970313
26634	CXCL12	SRR14800483	q_1.050	0.871791991980272
26635	EXOC1	SRR14800483	q_1.050	0.916552028309848
26636	FAM114A2	SRR14800483	q_1.050	0.834158397142825
26637	ANGEL2	SRR14800483	q_1.050	0.850965798428245
26638	TMEM183A	SRR14800483	q_1.050	0.737983441966494
26639	HDAC2	SRR14800483	q_1.050	0.748610027059825
26640	ATG5	SRR14800483	q_1.050	0.981756317666957
26641	SH3PXD2A	SRR14800483	q_1.050	0.287140195613017
26642	IFIT3	SRR14800483	q_1.050	0.784964959941079
26643	PBX2	SRR14800483	q_1.050	0.76164427357753
26644	IRF3	SRR14800483	q_1.050	0.759478716701025
26645	SPIRE2	SRR14800483	q_1.050	0.879372563623562
26646	CYBB	SRR14800483	q_1.050	0.726398096286481
26647	ASMTL	SRR14800483	q_1.050	0.695922121547966
26648	ETFRF1	SRR14800483	q_1.050	0.426775516427813
26649	PDE7A	SRR14800483	q_1.050	0.883563728664991
26650	CDH24	SRR14800483	q_1.050	0.973202228150815
26651	RELCH	SRR14800483	q_1.050	0.850242818678066
26652	ZFP90	SRR14800483	q_1.050	0.587937831811685
26653	SAR1B	SRR14800483	q_1.050	0.644213253766116
26654	PPP1R2	SRR14800483	q_1.050	0.568544215908355
26655	ENSG00000254706	SRR14800483	q_1.050	0.649625840975514
26656	GSKIP	SRR14800483	q_1.050	0
26657	GDI1	SRR14800483	q_1.050	0.64232626211011
26658	PNPT1	SRR14800483	q_1.050	0.938886210721776
26659	ZNF714	SRR14800483	q_1.050	0.902453487724682
26660	SLC9A7	SRR14800483	q_1.050	0
26661	DNAJC24	SRR14800483	q_1.050	0.865090197478753
26662	TLN2	SRR14800483	q_1.050	0.846902438266538
26663	SRP72	SRR14800483	q_1.050	0.781233327682417
26664	NSA2	SRR14800483	q_1.050	0.465298844895932
26665	THY1	SRR14800483	q_1.050	0.428981183551534
26666	PICALM	SRR14800483	q_1.050	0.796200708527197
26667	GLB1L2	SRR14800483	q_1.050	0.520511878148313
26668	SNHG10	SRR14800483	q_1.050	0.78142744882788
26669	MEF2A	SRR14800483	q_1.050	0.928143737258416
26670	GIPR	SRR14800483	q_1.050	0.311271608948754
26671	LINC02362	SRR14800483	q_1.050	0.936259194327477
26672	ENSG00000274322	SRR14800483	q_1.050	0.236788559303667
26673	ENSG00000291072	SRR14800483	q_1.050	0.809511709781564
26674	A4GALT	SRR14800483	q_1.050	0.589788553102442
26675	EPB41L4A-AS1	SRR14800483	q_1.050	0.703273636344019
26676	NCF1C	SRR14800483	q_1.050	0.843984828696027
26677	FOXJ2	SRR14800482	q_1.050	0.568972245469348
26678	TMEM38A	SRR14800482	q_1.050	0.765105511643949
26679	CCNE1	SRR14800482	q_1.050	0.649603965544239
26680	MCOLN1	SRR14800482	q_1.050	0.385717608110404
26681	FBXO3	SRR14800482	q_1.050	0.922602643528126
26682	SLC25A16	SRR14800482	q_1.050	0.948314676871558
26683	ZNF710	SRR14800482	q_1.050	0.881658203523677
26684	TM7SF2	SRR14800482	q_1.050	0.188504895508201
26685	UBP1	SRR14800482	q_1.050	0.75614126530265
26686	SPICE1	SRR14800482	q_1.050	0.803607786544642
26687	NPY1R	SRR14800482	q_1.050	0.200846734778276
26688	CENPV	SRR14800482	q_1.050	0.860043143522711
26689	METTL26	SRR14800482	q_1.050	0.854123638337504
26690	MCC	SRR14800482	q_1.050	0.643267493309078
26691	REG3A	SRR14800482	q_1.050	0.998505436233807
26692	USP38	SRR14800482	q_1.050	0.913191698722777
26693	CYP2W1	SRR14800482	q_1.050	0.499177171967874
26694	NFKBIB	SRR14800482	q_1.050	0.621224535919703
26695	ING3	SRR14800482	q_1.050	0.942497371602143
26696	HIGD1A	SRR14800482	q_1.050	0.413226355071445
26697	DUOXA2	SRR14800482	q_1.050	0.108145015558715
26698	CCDC149	SRR14800482	q_1.050	0.678259398627585
26699	FAXDC2	SRR14800482	q_1.050	0.710518075274702
26700	THOC6	SRR14800482	q_1.050	0.154268059391963
26701	POLR2J4	SRR14800482	q_1.050	0.879470196716695
26702	SYNM	SRR14800482	q_1.050	0
26703	SPNS2	SRR14800482	q_1.050	0.569255691968212
26704	SRPRA	SRR14800482	q_1.050	0.359864764478345
26705	LINC03040	SRR14800482	q_1.050	0.965972819595339
26706	RAP1GDS1	SRR14800482	q_1.050	0.945727409595825
26707	ZNF493	SRR14800482	q_1.050	0.943827950839637
26708	VRK2	SRR14800482	q_1.050	0.79173770336271
26709	PMEPA1	SRR14800482	q_1.050	0.731716998848962
26710	CXCL12	SRR14800482	q_1.050	0.908459478333764
26711	EXOC1	SRR14800482	q_1.050	0.823415914022596
26712	FAM114A2	SRR14800482	q_1.050	0.879343884266347
26713	ANGEL2	SRR14800482	q_1.050	0.908662426377278
26714	TMEM183A	SRR14800482	q_1.050	0.870954277130955
26715	HDAC2	SRR14800482	q_1.050	0.760715786267034
26716	ATG5	SRR14800482	q_1.050	0.80163083063182
26717	SH3PXD2A	SRR14800482	q_1.050	0.854727731451597
26718	IFIT3	SRR14800482	q_1.050	0.98403551930288
26719	PBX2	SRR14800482	q_1.050	0.334139308672432
26720	IRF3	SRR14800482	q_1.050	0.763632444955262
26721	SPIRE2	SRR14800482	q_1.050	0.734472703385458
26722	CYBB	SRR14800482	q_1.050	0
26723	ASMTL	SRR14800482	q_1.050	0.626659305011261
26724	ETFRF1	SRR14800482	q_1.050	0.737795068021365
26725	PDE7A	SRR14800482	q_1.050	0.886498830505449
26726	CDH24	SRR14800482	q_1.050	0.786069158610907
26727	RELCH	SRR14800482	q_1.050	0.899240786748883
26728	ZFP90	SRR14800482	q_1.050	0.740187473651716
26729	SAR1B	SRR14800482	q_1.050	0.673120222341237
26730	PPP1R2	SRR14800482	q_1.050	0.203350944853805
26731	ENSG00000254706	SRR14800482	q_1.050	0.888767053549305
26732	GSKIP	SRR14800482	q_1.050	0.689688299733297
26733	GDI1	SRR14800482	q_1.050	0.415233632264468
26734	PNPT1	SRR14800482	q_1.050	0.678680362269647
26735	ZNF714	SRR14800482	q_1.050	0.914261303640365
26736	SLC9A7	SRR14800482	q_1.050	0.791252080868729
26737	DNAJC24	SRR14800482	q_1.050	0.710939239769012
26738	TLN2	SRR14800482	q_1.050	0.737972589671047
26739	SRP72	SRR14800482	q_1.050	0.557982546464149
26740	NSA2	SRR14800482	q_1.050	0.863347048759234
26741	THY1	SRR14800482	q_1.050	0.785649445370826
26742	PICALM	SRR14800482	q_1.050	0.832653610581643
26743	GLB1L2	SRR14800482	q_1.050	0.259523388998671
26744	SNHG10	SRR14800482	q_1.050	0.672059035980624
26745	MEF2A	SRR14800482	q_1.050	0.812474098067717
26746	GIPR	SRR14800482	q_1.050	0.993552105155792
26747	LINC02362	SRR14800482	q_1.050	0.713056991406045
26748	ENSG00000274322	SRR14800482	q_1.050	0.719739363083271
26749	ENSG00000291072	SRR14800482	q_1.050	0.901899711475176
26750	A4GALT	SRR14800482	q_1.050	0.559728451975797
26751	EPB41L4A-AS1	SRR14800482	q_1.050	0.844504687159923
26752	NCF1C	SRR14800482	q_1.050	0
26753	FOXJ2	SRR14800481	q_1.100	0.476240572057784
26754	TMEM38A	SRR14800481	q_1.100	0.711068784253661
26755	CCNE1	SRR14800481	q_1.100	0.330162327172481
26756	MCOLN1	SRR14800481	q_1.100	0.199330542990391
26757	FBXO3	SRR14800481	q_1.100	0.932448446619291
26758	SLC25A16	SRR14800481	q_1.100	0.833565773613148
26759	ZNF710	SRR14800481	q_1.100	0.872503101760108
26760	TM7SF2	SRR14800481	q_1.100	0.526326896007315
26761	UBP1	SRR14800481	q_1.100	0.693214877040674
26762	SPICE1	SRR14800481	q_1.100	0.82620283294348
26763	NPY1R	SRR14800481	q_1.100	0.439235755245986
26764	CENPV	SRR14800481	q_1.100	0.924917766393597
26765	METTL26	SRR14800481	q_1.100	0.60893919837878
26766	MCC	SRR14800481	q_1.100	0.0775432299912865
26767	REG3A	SRR14800481	q_1.100	NA
26768	USP38	SRR14800481	q_1.100	0.924340640415883
26769	CYP2W1	SRR14800481	q_1.100	0.394935868801062
26770	NFKBIB	SRR14800481	q_1.100	0.968112021828917
26771	ING3	SRR14800481	q_1.100	0.895429214939555
26772	HIGD1A	SRR14800481	q_1.100	0.504920913291763
26773	DUOXA2	SRR14800481	q_1.100	0
26774	CCDC149	SRR14800481	q_1.100	0.486065936206348
26775	FAXDC2	SRR14800481	q_1.100	0.70196962707866
26776	THOC6	SRR14800481	q_1.100	0.367885526866905
26777	POLR2J4	SRR14800481	q_1.100	0.943575757095141
26778	SYNM	SRR14800481	q_1.100	0
26779	SPNS2	SRR14800481	q_1.100	0.925992225657495
26780	SRPRA	SRR14800481	q_1.100	0.314453500760087
26781	LINC03040	SRR14800481	q_1.100	0.460258408736643
26782	RAP1GDS1	SRR14800481	q_1.100	0.713001093659425
26783	ZNF493	SRR14800481	q_1.100	0.982368026177179
26784	VRK2	SRR14800481	q_1.100	0.823339898863785
26785	PMEPA1	SRR14800481	q_1.100	0.720526786506296
26786	CXCL12	SRR14800481	q_1.100	0.501719046368133
26787	EXOC1	SRR14800481	q_1.100	0.706800013326069
26788	FAM114A2	SRR14800481	q_1.100	0.724335902707866
26789	ANGEL2	SRR14800481	q_1.100	0.891905032157245
26790	TMEM183A	SRR14800481	q_1.100	0.766773731940901
26791	HDAC2	SRR14800481	q_1.100	0.628929137667375
26792	ATG5	SRR14800481	q_1.100	0.793161101738913
26793	SH3PXD2A	SRR14800481	q_1.100	0.879686961688393
26794	IFIT3	SRR14800481	q_1.100	0.79199530769705
26795	PBX2	SRR14800481	q_1.100	0.564023077807627
26796	IRF3	SRR14800481	q_1.100	0.791129693988788
26797	SPIRE2	SRR14800481	q_1.100	0.791443630649148
26798	CYBB	SRR14800481	q_1.100	0.713313230216476
26799	ASMTL	SRR14800481	q_1.100	0.433018846411787
26800	ETFRF1	SRR14800481	q_1.100	0.506493546058678
26801	PDE7A	SRR14800481	q_1.100	0.947455921149241
26802	CDH24	SRR14800481	q_1.100	0.963198866452609
26803	RELCH	SRR14800481	q_1.100	0.881432068405442
26804	ZFP90	SRR14800481	q_1.100	0.719081486757294
26805	SAR1B	SRR14800481	q_1.100	0.528913739955557
26806	PPP1R2	SRR14800481	q_1.100	0.332500829249016
26807	ENSG00000254706	SRR14800481	q_1.100	0.914766293959764
26808	GSKIP	SRR14800481	q_1.100	0.600889603970582
26809	GDI1	SRR14800481	q_1.100	0.400457187853511
26810	PNPT1	SRR14800481	q_1.100	0.302241135567523
26811	ZNF714	SRR14800481	q_1.100	0.916031066316818
26812	SLC9A7	SRR14800481	q_1.100	0
26813	DNAJC24	SRR14800481	q_1.100	0.759860756769854
26814	TLN2	SRR14800481	q_1.100	0.806752977711663
26815	SRP72	SRR14800481	q_1.100	0.658875451986632
26816	NSA2	SRR14800481	q_1.100	0.825504466249763
26817	THY1	SRR14800481	q_1.100	0.617642758694576
26818	PICALM	SRR14800481	q_1.100	0.744372677716358
26819	GLB1L2	SRR14800481	q_1.100	0.341034882519289
26820	SNHG10	SRR14800481	q_1.100	0.901554091164534
26821	MEF2A	SRR14800481	q_1.100	0.827538012344932
26822	GIPR	SRR14800481	q_1.100	0.875556831768283
26823	LINC02362	SRR14800481	q_1.100	0.820290829489991
26824	ENSG00000274322	SRR14800481	q_1.100	0.627113872707957
26825	ENSG00000291072	SRR14800481	q_1.100	0.89820857184869
26826	A4GALT	SRR14800481	q_1.100	0.508479329959815
26827	EPB41L4A-AS1	SRR14800481	q_1.100	0.900997215388608
26828	NCF1C	SRR14800481	q_1.100	0.615924460041706
26829	FOXJ2	SRR14800480	q_1.100	0.780400638062503
26830	TMEM38A	SRR14800480	q_1.100	0.510597050461491
26831	CCNE1	SRR14800480	q_1.100	0.662038253672123
26832	MCOLN1	SRR14800480	q_1.100	0.650102190967884
26833	FBXO3	SRR14800480	q_1.100	0.882815901156131
26834	SLC25A16	SRR14800480	q_1.100	0.770483671791606
26835	ZNF710	SRR14800480	q_1.100	0.875974657989446
26836	TM7SF2	SRR14800480	q_1.100	0.437350807007716
26837	UBP1	SRR14800480	q_1.100	0.633312586365169
26838	SPICE1	SRR14800480	q_1.100	0.838463742713187
26839	NPY1R	SRR14800480	q_1.100	0.843050106094826
26840	CENPV	SRR14800480	q_1.100	0.877177679973548
26841	METTL26	SRR14800480	q_1.100	0.658984214906385
26842	MCC	SRR14800480	q_1.100	0.386318516835869
26843	REG3A	SRR14800480	q_1.100	0.982158777537159
26844	USP38	SRR14800480	q_1.100	0.929278171519181
26845	CYP2W1	SRR14800480	q_1.100	0.49641093447099
26846	NFKBIB	SRR14800480	q_1.100	0.65016597476935
26847	ING3	SRR14800480	q_1.100	0.984446451602499
26848	HIGD1A	SRR14800480	q_1.100	0.912003437027121
26849	DUOXA2	SRR14800480	q_1.100	0
26850	CCDC149	SRR14800480	q_1.100	0.946695086559272
26851	FAXDC2	SRR14800480	q_1.100	0.885646831101175
26852	THOC6	SRR14800480	q_1.100	0.41372016131622
26853	POLR2J4	SRR14800480	q_1.100	0.903609792366384
26854	SYNM	SRR14800480	q_1.100	0.999667024797808
26855	SPNS2	SRR14800480	q_1.100	0.773998916650434
26856	SRPRA	SRR14800480	q_1.100	0.3900398882956
26857	LINC03040	SRR14800480	q_1.100	0.595184649115274
26858	RAP1GDS1	SRR14800480	q_1.100	0.791643196642036
26859	ZNF493	SRR14800480	q_1.100	0.938835467218275
26860	VRK2	SRR14800480	q_1.100	0.775862645718063
26861	PMEPA1	SRR14800480	q_1.100	0.63544907992361
26862	CXCL12	SRR14800480	q_1.100	0.566833225565938
26863	EXOC1	SRR14800480	q_1.100	0.585456048096029
26864	FAM114A2	SRR14800480	q_1.100	0.631235443034903
26865	ANGEL2	SRR14800480	q_1.100	0.817347301638065
26866	TMEM183A	SRR14800480	q_1.100	0.839566131055629
26867	HDAC2	SRR14800480	q_1.100	0.757647880805174
26868	ATG5	SRR14800480	q_1.100	0.769171290829938
26869	SH3PXD2A	SRR14800480	q_1.100	0.731835607478964
26870	IFIT3	SRR14800480	q_1.100	0.704231520971242
26871	PBX2	SRR14800480	q_1.100	0.745148918134212
26872	IRF3	SRR14800480	q_1.100	0.805645798469607
26873	SPIRE2	SRR14800480	q_1.100	0.828443123786574
26874	CYBB	SRR14800480	q_1.100	0.559789974239996
26875	ASMTL	SRR14800480	q_1.100	0.210841332751905
26876	ETFRF1	SRR14800480	q_1.100	0.698770202856003
26877	PDE7A	SRR14800480	q_1.100	0.954651111805124
26878	CDH24	SRR14800480	q_1.100	0.401910666790938
26879	RELCH	SRR14800480	q_1.100	0.948855871364398
26880	ZFP90	SRR14800480	q_1.100	0.767007950782265
26881	SAR1B	SRR14800480	q_1.100	0.788973507416429
26882	PPP1R2	SRR14800480	q_1.100	0.252705941853174
26883	ENSG00000254706	SRR14800480	q_1.100	0.35129353641472
26884	GSKIP	SRR14800480	q_1.100	0.514557737690061
26885	GDI1	SRR14800480	q_1.100	0.595224162717495
26886	PNPT1	SRR14800480	q_1.100	0.853339433537547
26887	ZNF714	SRR14800480	q_1.100	0.8240598799323
26888	SLC9A7	SRR14800480	q_1.100	0.462778551338559
26889	DNAJC24	SRR14800480	q_1.100	0.704443596703966
26890	TLN2	SRR14800480	q_1.100	0.878294532521236
26891	SRP72	SRR14800480	q_1.100	0.775408429925096
26892	NSA2	SRR14800480	q_1.100	0.319091057878289
26893	THY1	SRR14800480	q_1.100	0.639189910505054
26894	PICALM	SRR14800480	q_1.100	0.865243932954835
26895	GLB1L2	SRR14800480	q_1.100	0.348660367836354
26896	SNHG10	SRR14800480	q_1.100	0.541174799223294
26897	MEF2A	SRR14800480	q_1.100	0.839580427505261
26898	GIPR	SRR14800480	q_1.100	0.962824520526311
26899	LINC02362	SRR14800480	q_1.100	0.96906079082796
26900	ENSG00000274322	SRR14800480	q_1.100	0.547691054198593
26901	ENSG00000291072	SRR14800480	q_1.100	0.985192386794128
26902	A4GALT	SRR14800480	q_1.100	0.400602741513234
26903	EPB41L4A-AS1	SRR14800480	q_1.100	0.813978310202788
26904	NCF1C	SRR14800480	q_1.100	0.871173516845843
26905	FOXJ2	SRR14800477	q_1.100	0.679231088189751
26906	TMEM38A	SRR14800477	q_1.100	0.410677508325243
26907	CCNE1	SRR14800477	q_1.100	0
26908	MCOLN1	SRR14800477	q_1.100	0.677722385062699
26909	FBXO3	SRR14800477	q_1.100	0.987712785715226
26910	SLC25A16	SRR14800477	q_1.100	0.940769715511095
26911	ZNF710	SRR14800477	q_1.100	0.888348116080679
26912	TM7SF2	SRR14800477	q_1.100	0.557062674441328
26913	UBP1	SRR14800477	q_1.100	0.856363726911447
26914	SPICE1	SRR14800477	q_1.100	0.732089411486814
26915	NPY1R	SRR14800477	q_1.100	0.650844639010151
26916	CENPV	SRR14800477	q_1.100	0.940979715602479
26917	METTL26	SRR14800477	q_1.100	0.776668141068337
26918	MCC	SRR14800477	q_1.100	0.423323143200377
26919	REG3A	SRR14800477	q_1.100	NA
26920	USP38	SRR14800477	q_1.100	0.961387204626681
26921	CYP2W1	SRR14800477	q_1.100	0
26922	NFKBIB	SRR14800477	q_1.100	0.607119918134387
26923	ING3	SRR14800477	q_1.100	0.852350094664909
26924	HIGD1A	SRR14800477	q_1.100	0.795088711345656
26925	DUOXA2	SRR14800477	q_1.100	NA
26926	CCDC149	SRR14800477	q_1.100	0.88137523858434
26927	FAXDC2	SRR14800477	q_1.100	0.83418257484952
26928	THOC6	SRR14800477	q_1.100	0.193693723234878
26929	POLR2J4	SRR14800477	q_1.100	0.880201487829407
26930	SYNM	SRR14800477	q_1.100	0.999985563348967
26931	SPNS2	SRR14800477	q_1.100	0
26932	SRPRA	SRR14800477	q_1.100	0.452328039783296
26933	LINC03040	SRR14800477	q_1.100	0
26934	RAP1GDS1	SRR14800477	q_1.100	0.779824920849095
26935	ZNF493	SRR14800477	q_1.100	0.968606822268789
26936	VRK2	SRR14800477	q_1.100	0.945978087182266
26937	PMEPA1	SRR14800477	q_1.100	0.706440637696453
26938	CXCL12	SRR14800477	q_1.100	0.459874082973098
26939	EXOC1	SRR14800477	q_1.100	0.880431936750531
26940	FAM114A2	SRR14800477	q_1.100	0.766684070062467
26941	ANGEL2	SRR14800477	q_1.100	0.879668635483519
26942	TMEM183A	SRR14800477	q_1.100	0.898495707107843
26943	HDAC2	SRR14800477	q_1.100	0.787419152618157
26944	ATG5	SRR14800477	q_1.100	0.831843134348971
26945	SH3PXD2A	SRR14800477	q_1.100	0.799237267696066
26946	IFIT3	SRR14800477	q_1.100	0
26947	PBX2	SRR14800477	q_1.100	0.833803888821407
26948	IRF3	SRR14800477	q_1.100	0.763096932059864
26949	SPIRE2	SRR14800477	q_1.100	0.79314059815742
26950	CYBB	SRR14800477	q_1.100	0.707854831075495
26951	ASMTL	SRR14800477	q_1.100	0.702713961139328
26952	ETFRF1	SRR14800477	q_1.100	0.401336429706191
26953	PDE7A	SRR14800477	q_1.100	0.930312901464677
26954	CDH24	SRR14800477	q_1.100	0.173819377606905
26955	RELCH	SRR14800477	q_1.100	0.947381873836544
26956	ZFP90	SRR14800477	q_1.100	0.657347739892233
26957	SAR1B	SRR14800477	q_1.100	0.805685593096646
26958	PPP1R2	SRR14800477	q_1.100	0.401853858387816
26959	ENSG00000254706	SRR14800477	q_1.100	0.345444405581698
26960	GSKIP	SRR14800477	q_1.100	0.0289854835619486
26961	GDI1	SRR14800477	q_1.100	0.300739115347937
26962	PNPT1	SRR14800477	q_1.100	0.961794644890861
26963	ZNF714	SRR14800477	q_1.100	0.718974281500836
26964	SLC9A7	SRR14800477	q_1.100	0
26965	DNAJC24	SRR14800477	q_1.100	0.751819311803335
26966	TLN2	SRR14800477	q_1.100	0.833510292751869
26967	SRP72	SRR14800477	q_1.100	0.871508524797104
26968	NSA2	SRR14800477	q_1.100	0.43548434885379
26969	THY1	SRR14800477	q_1.100	0.258183870419228
26970	PICALM	SRR14800477	q_1.100	0.82407955217466
26971	GLB1L2	SRR14800477	q_1.100	0.504724233419825
26972	SNHG10	SRR14800477	q_1.100	0.886047184270716
26973	MEF2A	SRR14800477	q_1.100	0.866460402296092
26974	GIPR	SRR14800477	q_1.100	0.805043563964705
26975	LINC02362	SRR14800477	q_1.100	0.98100201906712
26976	ENSG00000274322	SRR14800477	q_1.100	0.440100046556415
26977	ENSG00000291072	SRR14800477	q_1.100	0.739000402447013
26978	A4GALT	SRR14800477	q_1.100	0.614453628210863
26979	EPB41L4A-AS1	SRR14800477	q_1.100	0.76752816984651
26980	NCF1C	SRR14800477	q_1.100	0.909072716110688
26981	FOXJ2	SRR14800476	q_1.100	0.571449565325249
26982	TMEM38A	SRR14800476	q_1.100	0.861164642411988
26983	CCNE1	SRR14800476	q_1.100	0.870918613699351
26984	MCOLN1	SRR14800476	q_1.100	0.550517291576137
26985	FBXO3	SRR14800476	q_1.100	0.985441126771931
26986	SLC25A16	SRR14800476	q_1.100	0.816519932891547
26987	ZNF710	SRR14800476	q_1.100	0.797486581366398
26988	TM7SF2	SRR14800476	q_1.100	0.432102377109792
26989	UBP1	SRR14800476	q_1.100	0.927312393805773
26990	SPICE1	SRR14800476	q_1.100	0.749500620959491
26991	NPY1R	SRR14800476	q_1.100	0.829561267115671
26992	CENPV	SRR14800476	q_1.100	0.792874022902004
26993	METTL26	SRR14800476	q_1.100	0.706895152202528
26994	MCC	SRR14800476	q_1.100	0.5448796824248
26995	REG3A	SRR14800476	q_1.100	0
26996	USP38	SRR14800476	q_1.100	0.983348430212281
26997	CYP2W1	SRR14800476	q_1.100	0
